code,descr
02.02.05.017-3,PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA
02.02.05.018-1,PESQUISA DE CADEIAS LEVES KAPPA E LAMBDA
02.02.05.019-0,PESQUISA DE CISTINA NA URINA
02.02.05.020-3,PESQUISA DE COPROPORFIRINA NA URINA
02.02.05.021-1,PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA
02.02.05.022-0,PESQUISA DE FENIL-CETONA NA URINA
02.02.05.023-8,PESQUISA DE FRUTOSE NA URINA
02.02.05.024-6,PESQUISA DE GALACTOSE NA URINA
02.02.05.025-4,PESQUISA DE GONADOTROFINA CORIONICA
02.02.05.026-2,PESQUISA DE HOMOCISTINA NA URINA
02.02.05.027-0,PESQUISA DE LACTOSE NA URINA
02.02.05.028-9,PESQUISA DE MUCOPOLISSACARIDEOS NA URINA
02.02.05.029-7,PESQUISA DE PORFOBILINOGENIO NA URINA
02.02.05.030-0,PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE)
02.02.05.031-9,PESQUISA DE TIROSINA NA URINA
02.02.05.032-7,PROVA DE DILUICAO (URINA)
02.02.06.001-2,DETERMINAÇÃO DE ÍNDICE DE TIROXINA LIVRE
02.02.06.002-0,DETERMINAÇÃO DE RETENÇÃO DE T3
02.02.06.003-9,DETERMINAÇÃO DE T3 REVERSO
02.02.06.004-7,DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA
02.02.06.005-5,DOSAGEM DE 17-CETOSTEROIDES TOTAIS
02.02.06.006-3,DOSAGEM DE 17-HIDROXICORTICOSTEROIDES
02.02.06.007-1,DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA)
02.02.06.008-0,DOSAGEM DE ADRENOCORTICOTROFICO (ACTH)
02.02.06.009-8,DOSAGEM DE ALDOSTERONA
02.02.06.010-1,DOSAGEM DE AMP CICLICO
02.02.06.011-0,DOSAGEM DE ANDROSTENEDIONA
02.02.06.012-8,DOSAGEM DE CALCITONINA
02.02.06.013-6,DOSAGEM DE CORTISOL
02.02.06.014-4,DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA)
02.02.06.015-2,DOSAGEM DE DIHIDROTESTOTERONA (DHT)
02.02.06.016-0,DOSAGEM DE ESTRADIOL
02.02.06.017-9,DOSAGEM DE ESTRIOL
02.02.06.018-7,DOSAGEM DE ESTRONA
02.02.06.019-5,DOSAGEM DE GASTRINA
02.02.06.020-9,DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA
02.02.06.021-7,DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)
02.02.06.022-5,DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH)
02.02.06.023-3,DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH)
02.02.06.024-1,DOSAGEM DE HORMONIO LUTEINIZANTE (LH)
02.02.06.025-0,DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH)
02.02.06.026-8,DOSAGEM DE INSULINA
02.02.06.027-6,DOSAGEM DE PARATORMONIO
02.02.06.028-4,DOSAGEM DE PEPTIDEO C
02.02.06.029-2,DOSAGEM DE PROGESTERONA
02.02.06.030-6,DOSAGEM DE PROLACTINA
02.02.06.031-4,DOSAGEM DE RENINA
02.02.06.032-2,DOSAGEM DE SOMATOMEDINA C (IGF1)
02.02.06.033-0,DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS)
02.02.06.034-9,DOSAGEM DE TESTOSTERONA
02.02.06.035-7,DOSAGEM DE TESTOSTERONA LIVRE
02.02.06.036-5,DOSAGEM DE TIREOGLOBULINA
02.02.06.037-3,DOSAGEM DE TIROXINA (T4)
02.02.06.038-1,DOSAGEM DE TIROXINA LIVRE (T4 LIVRE)
02.02.06.039-0,DOSAGEM DE TRIIODOTIRONINA (T3)
02.02.06.040-3,TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH
02.02.06.041-1,TESTE DE ESTIMULO DA PROLACTINA APOS CLORPROMAZINA
02.02.06.042-0,TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH
02.02.06.043-8,TESTE DE ESTIMULO DO HGH APOS GLUCAGON
02.02.06.044-6,TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA
02.02.06.045-4,TESTE DE SUPRESSAO DO HGH APOS GLICOSE
02.02.06.046-2,TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS
02.02.06.047-0,PESQUISA DE MACROPROLACTINA
02.02.07.001-8,DOSAGEM DE ACIDO DELTA-AMINOLEVULINICO
02.02.07.002-6,DOSAGEM DE ACIDO HIPURICO
02.02.07.003-4,DOSAGEM DE ACIDO MANDELICO
02.02.07.004-2,DOSAGEM DE ACIDO METIL-HIPURICO
02.02.07.005-0,DOSAGEM DE ACIDO VALPROICO
02.02.07.006-9,DOSAGEM DE ALA-DESIDRATASE
02.02.07.007-7,DOSAGEM DE ALCOOL ETILICO
02.02.07.008-5,DOSAGEM DE ALUMINIO
02.02.07.009-3,DOSAGEM DE AMINOGLICOSIDEOS
02.02.07.010-7,DOSAGEM DE ANFETAMINAS
02.02.07.011-5,DOSAGEM DE ANTIDEPRESSIVOS TRICICLICOS
02.02.07.012-3,DOSAGEM DE BARBITURATOS
02.02.07.013-1,DOSAGEM DE BENZODIAZEPINICOS
02.02.07.014-0,DOSAGEM DE CADMIO
02.02.07.015-8,DOSAGEM DE CARBAMAZEPINA
02.02.07.016-6,DOSAGEM DE CARBOXI-HEMOGLOBINA
02.02.07.017-4,DOSAGEM DE CHUMBO
02.02.07.018-2,DOSAGEM DE CICLOSPORINA
02.02.07.019-0,DOSAGEM DE COBRE
02.02.07.020-4,DOSAGEM DE DIGITALICOS (DIGOXINA, DIGITOXINA)
02.02.07.021-2,DOSAGEM DE ETOSSUXIMIDA
02.02.07.022-0,DOSAGEM DE FENITOINA
02.02.07.023-9,DOSAGEM DE FENOL
02.02.07.024-7,DOSAGEM DE FORMALDEIDO
02.02.07.025-5,DOSAGEM DE LITIO
02.02.07.026-3,DOSAGEM DE MERCURIO
02.02.07.027-1,DOSAGEM DE META-HEMOGLOBINA
02.02.07.028-0,DOSAGEM DE METABOLITOS DA COCAINA
02.02.07.029-8,DOSAGEM DE METOTREXATO
02.02.07.030-1,DOSAGEM DE QUINIDINA
02.02.07.031-0,DOSAGEM DE SALICILATOS
02.02.07.032-8,DOSAGEM DE SULFATOS
02.02.07.033-6,DOSAGEM DE TEOFILINA
02.02.07.034-4,DOSAGEM DE TIOCIANATO
02.02.07.035-2,DOSAGEM DE ZINCO
02.02.08.001-3,ANTIBIOGRAMA
02.02.08.002-1,ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA
02.02.08.003-0,ANTIBIOGRAMA P/ MICOBACTERIAS
02.02.08.004-8,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNÓSTICA)
02.02.08.005-6,BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE)
02.02.08.006-4,BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE)
02.02.08.007-2,BACTERIOSCOPIA (GRAM)
02.02.08.008-0,CULTURA DE BACTERIAS P/ IDENTIFICACAO
02.02.08.009-9,CULTURA DO LEITE HUMANO (POS-PASTEURIZAÇÃO)
02.02.08.010-2,CULTURA P/ HERPESVIRUS
02.02.08.011-0,CULTURA PARA BAAR
02.02.08.012-9,CULTURA PARA BACTERIAS ANAEROBICAS
02.02.08.013-7,CULTURA PARA IDENTIFICACAO DE FUNGOS
02.02.08.014-5,EXAME MICROBIOLOGICO A FRESCO (DIRETO)
02.02.08.015-3,HEMOCULTURA
02.02.08.016-1,IDENTIFICACAO AUTOMATIZADA DE MICROORGANISMOS
02.02.08.017-0,PEQUISA DE PNEUMOCYSTI CARINI
02.02.08.018-8,PESQUISA DE BACILO DIFTERICO
02.02.08.019-6,PESQUISA DE ESTREPTOCOCOS BETA-HEMOLITICOS DO GRUPO A
02.02.08.020-0,PESQUISA DE HAEMOPHILUS DUCREY
02.02.08.021-8,PESQUISA DE HELICOBACTER PYLORI
02.02.08.022-6,PESQUISA DE LEPTOSPIRAS
02.02.08.023-4,PESQUISA DE TREPONEMA PALLIDUM
02.02.08.024-2,PROVA CONFIRMATÓRIA DA PRESENÇA DE MICRO-ORGANISMOS COLIFORMES
02.02.09.001-9,ACIDO URICO LIQUIDO NO SINOVIAL E DERRAMES
02.02.09.002-7,ADENOGRAMA
02.02.09.003-5,CITOLOGIA P/ CLAMIDIA
02.02.09.004-3,CITOLOGIA P/ HERPESVIRUS
02.02.09.005-1,CONTAGEM ESPECIFICA DE CELULAS NO LIQUOR
02.02.09.006-0,CONTAGEM GLOBAL DE CELULAS NO LIQUOR
02.02.09.007-8,DETERMINACAO DE FOSFOLIPIDIOS RELACAO LECITINA - ESFINGOMIELINA NO LIQUIDO AMNIOTICO
02.02.09.008-6,DOSAGEM DE CREATININA NO LIQUIDO AMNIOTICO
02.02.09.009-4,DOSAGEM DE FOSFATASE ALCALINA NO ESPERMA
02.02.09.010-8,DOSAGEM DE FRUTOSE
02.02.09.011-6,DOSAGEM DE FRUTOSE NO ESPERMA
02.02.09.012-4,DOSAGEM DE GLICOSE NO LIQUIDO SINOVIAL E DERRAMES
02.02.09.013-2,DOSAGEM DE PROTEINAS NO LIQUIDO SINOVIAL E DERRAMES
02.02.09.014-0,DOSAGEM DE SODIO E CLORO NO SUOR (C/ COLETA)
02.02.09.015-9,ELETROFORESE DE PROTEINAS C/ CONCENTRACAO NO LIQUOR
02.02.09.016-7,ESPECTROFOTOMETRIA NO LIQUIDO AMNIOTICO
02.02.09.017-5,ESPLENOGRAMA
02.02.09.018-3,EXAME DE CARACTERES FISICOS CONTAGEM GLOBAL E ESPECIFICA DE CELULAS
02.02.09.019-1,MIELOGRAMA
02.02.09.021-3,PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES ( ELISA )
02.02.09.022-1,DOSAGEM DE FOSFATASE ÁCIDA NO ESPERMA
02.02.09.023-0,PESQUISA DE CARACTERES FISICOS NO LIQUOR
02.02.09.024-8,PESQUISA DE CELULAS ORANGIOFILAS
02.02.09.025-6,PESQUISA DE CRISTAIS C/ LUZ POLARIZADA
02.02.09.026-4,PESQUISA DE ESPERMATOZOIDES (APOS VASECTOMIA)
02.02.09.027-2,PESQUISA DE RAGOCITOS NO LIQUIDO SINOVIAL E DERRAMES
02.02.09.028-0,PROVA DE PROGRESSAO ESPERMATICA (CADA)
02.02.09.029-9,PROVA DO LATEX P/ HAEMOPHILLUS INFLUENZAE, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS (SOROTIPOS A, B, C)
02.02.09.030-2,PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE
02.02.09.031-0,REACAO DE PANDY
02.02.09.032-9,REACAO DE RIVALTA NO LIQUIDO SINOVIAL E DERRAMES
02.02.09.033-7,TESTE DE CLEMENTS
02.02.09.034-5,TESTE DE GASTROACIDOGRAMA - SECRECAO BASAL POR 60 EM 4 AMOSTRAS
02.02.09.035-3,TESTE DE HOLLANDER NO SUCO GASTRICO
02.02.09.036-1,TESTE MOLECULAR PARA A DETECÇÃO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS
02.02.10.001-4,DETERMINACAO DE CARIOTIPO EM CULTURA DE LONGA DURACAO (C/ TECNICA DE BANDAS)
02.02.10.002-2,DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS)
02.02.10.003-0,DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS)
02.02.10.004-9,QUANTIFICAÇÃO/AMPLIFICAÇÃO DO HER-2
02.02.10.005-7,FOCALIZAÇÃO ISOELÉTRICA DA TRANSFERRINA
02.02.10.006-5,ANÁLISE DE DNA PELA TÉCNICA DE SOUTHERN BLOT
02.02.10.007-3,ANÁLISE DE DNA POR MLPA
02.02.10.008-1,IDENTIFICAÇÃO DE MUTAÇÃO/REARRANJOS POR PCR, PCR SENSÍVEL A METILAÇÃO, qPCR E qPCR SENSÍVEL A METILAÇÃO
02.02.10.009-0,FISH EM METÁFASE OU NÚCLEO INTERFÁSICO, POR DOENÇA
02.02.10.010-3,IDENTIFICAÇÃO DE ALTERAÇÃO CROMOSSÔNICA SUBMICROSCÓPICA POR ARRAY-CGH
02.02.10.011-1,IDENTIFICAÇÂO DE MUTAÇÃO POR SEQUENCIAMENTO POR AMPLICON ATÉ 500 PARES DE BASES
02.02.10.012-0,IDENTIFICAÇÃO DE GLICOSAMINOGLICANOS URINÁRIOS POR CROMATOGRAFIA EM CAMADA DELGADA , ELETROFORESE E DOSAGEM QUANTITATIVA
02.02.10.013-8,IDENTIFICAÇÃO DE OLIGOSSACARÍDEOS E SIALOSSACARÍDEOS POR CROMATOGRAFIA (CAMADA DELGADA)
02.02.10.014-6,DOSAGEM QUANTITATIVA DE CARNITINA, PERFIL DE ACILCARNITINAS
02.02.10.015-4,DOSAGEM QUANTITATIVA DE AMINOÁCIDOS
02.02.10.016-2,DOSAGEM QUANTITATIVA DE ÁCIDOS ORGÂNICOS
02.02.10.017-0,ENSAIOS ENZIMÁTICOS NO PLASMA E LEUCÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
02.02.10.018-9,ENSAIOS ENZIMÁTICOS EM ERITRÓCITOS PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
02.02.10.019-7,ENSAIOS ENZIMÁTICOS EM TECIDO CULTIVADO PARA DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO
02.02.10.020-0,SEQUENCIAMENTO COMPLETO DO EXOMA
02.02.10.021-9,DIAGNÓSTICO DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR
02.02.10.022-7,REAVALIAÇÃO DIAGNÓSTICA DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TÉCNICA MOLECULAR
02.02.10.023-5,PESQUISA DE MUTAÇÃO DO GENE DA PROTROMBINA
02.02.11.001-0,DETECCAO DE VARIANTES DA HEMOGLOBINA (DIAGNOSTICO TARDIO)
02.02.11.002-8,DETECCAO MOLECULAR DE MUTACAO EM HEMOGLOBINOPATIAS (CONFIRMATORIO)
02.02.11.003-6,DETECCAO MOLECULAR EM FIBROSE CISTICA (CONFIRMATORIO)
02.02.11.004-4,DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO)
02.02.11.005-2,DOSAGEM DE FENILALANINA E TSH OU T4
02.02.11.006-0,DOSAGEM DE FENILALANINA TSH OU T4 E DETECCAO DA VARIANTE DE HEMOGLOBINA (COMPONENTE DO TESTE DO PEZINHO)
02.02.11.007-9,DOSAGEM DE TRIPSINA IMUNORREATIVA (COMPONENTE DO TESTE DO PEZINHO)
02.02.11.008-7,DOSAGEM DE TSH E T4 LIVRE (CONTROLE / DIAGNOSTICO TARDIO)
02.02.11.009-5,DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)
02.02.11.010-9,DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO)
02.02.11.011-7,DOSAGEM QUANTITATIVA DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SORO
02.02.11.012-5,DETECÇÃO MOLECULAR DE MUTAÇÃO EM HIPERPLASIA ADRENAL CONGÊNITA
02.02.11.013-3,DETECÇÃO MOLECULAR DE MUTAÇÃO EM DEFICIÊNCIA DE BIOTINIDASE
02.02.11.014-1,DOSAGEM DE CLORETO NO SUOR
02.02.12.001-5,DETERMINACAO DE ANTICORPOS ANTIPLAQUETARIOS
02.02.12.002-3,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO
02.02.12.003-1,FENOTIPAGEM DE SISTEMA RH - HR
02.02.12.004-0,IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS
02.02.12.005-8,PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO
02.02.12.006-6,PESQUISA DE ANTICORPOS SERICOS IRREGULARES 37OC
02.02.12.007-4,PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO
02.02.12.008-2,PESQUISA DE FATOR RH (INCLUI D FRACO)
02.02.12.009-0,TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA)
02.02.12.010-4,TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B
02.03.01.001-9,EXAME CITOPATOLOGICO CERVICO-VAGINAL/MICROFLORA
02.03.01.002-7,EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS)
02.03.01.003-5,EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA)
02.03.01.004-3,EXAME CITOPATOLOGICO DE MAMA
02.03.01.007-8,CONTROLE DE QUALIDADE DO EXAME CITOPATOLÓGICO CERVICO VAGINAL
02.03.01.008-6,EXAME CITOPATOLÓGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO
02.03.02.001-4,DETERMINACAO DE RECEPTORES TUMORAIS HORMONAIS
02.03.02.002-2,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA
02.03.02.003-0,EXAME ANATOMO-PATOLÓGICO PARA CONGELAMENTO / PARAFINA POR PEÇA CIRURGICA OU POR BIOPSIA (EXCETO COLO UTERINO E MAMA)
02.03.02.004-9,IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR)
02.03.02.005-7,NECROPSIA
02.03.02.006-5,EXAME ANATOMOPATOLOGICO DE MAMA - BIOPSIA
02.03.02.007-3,EXAME ANATOMOPATOLOGICO DE MAMA - PECA CIRURGICA
02.03.02.008-1,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - BIOPSIA
02.04.01.001-2,DACRIOCISTOGRAFIA
02.04.01.002-0,PLANIGRAFIA DE LARINGE
02.04.01.003-9,RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ)
02.04.01.004-7,RADIOGRAFIA DE ARCADA ZIGOMATICO-MALAR (AP+ OBLIQUAS)
02.04.01.005-5,RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL
02.04.01.006-3,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ)
02.04.01.007-1,RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIGUA / BRETTON + HIRTZ)
02.04.01.008-0,RADIOGRAFIA DE CRANIO (PA + LATERAL)
02.04.01.009-8,RADIOGRAFIA DE LARINGE
02.04.01.010-1,RADIOGRAFIA DE MASTOIDE / ROCHEDOS (BILATERAL)
02.04.01.011-0,RADIOGRAFIA DE MAXILAR (PA + OBLIQUA)
02.04.01.012-8,RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ)
02.04.01.013-6,RADIOGRAFIA DE REGIAO ORBITARIA (LOCALIZACAO DE CORPO ESTRANHO)
02.04.01.014-4,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)
02.04.01.015-2,RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON)
02.04.01.016-0,RADIOGRAFIA OCLUSAL
02.04.01.017-9,RADIOGRAFIA PANORAMICA
02.04.01.019-5,SIALOGRAFIA (POR GLANDULA)
02.04.01.020-9,TELERADIOGRAFIA COM TRACADOS E SEM TRACADOS
02.04.01.021-7,RADIOGRAFIA INTERPROXIMAL (BITE WING)
02.04.01.022-5,RADIOGRAFIA PERIAPICAL
02.04.02.001-8,MIELOGRAFIA
02.04.02.002-6,PLANIGRAFIA DE COLUNA VERTEBRAL
02.04.02.003-4,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS)
02.04.02.004-2,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO)
02.04.02.005-0,RADIOGRAFIA DE COLUNA CERVICAL FUNCIONAL / DINAMICA
02.04.02.006-9,RADIOGRAFIA DE COLUNA LOMBO-SACRA
02.04.02.007-7,RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS)
02.04.02.008-5,RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA
02.04.02.009-3,RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL)
02.04.02.010-7,RADIOGRAFIA DE COLUNA TORACO-LOMBAR
02.04.02.011-5,RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA
02.04.02.012-3,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA
02.04.02.013-1,RADIOGRAFIA PANORAMICA DE COLUNA TOTAL- TELESPONDILOGRAFIA ( P/ ESCOLIOSE)
02.04.03.001-3,BRONCOGRAFIA UNILATERAL
02.04.03.002-1,DUCTOGRAFIA (POR MAMA)
02.04.03.003-0,MAMOGRAFIA
02.04.03.004-8,MARCACAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A MAMOGRAFIA
02.04.03.005-6,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL + OBLIQUA)
02.04.03.006-4,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL)
02.04.03.007-2,RADIOGRAFIA DE COSTELAS (POR HEMITORAX)
02.04.03.008-0,RADIOGRAFIA DE ESOFAGO
02.04.03.009-9,RADIOGRAFIA DE ESTERNO
02.04.03.010-2,RADIOGRAFIA DE MEDIASTINO (PA E PERFIL)
02.04.03.011-0,RADIOGRAFIA DE PNEUMOMEDIASTINO
02.04.03.012-9,RADIOGRAFIA DE TORAX (APICO-LORDORTICA)
02.04.03.013-7,RADIOGRAFIA DE TÓRAX (PA + INSPIRAÇÃO + EXPIRAÇÃO + LATERAL)
02.04.03.014-5,RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA)
02.04.03.015-3,RADIOGRAFIA DE TORAX (PA E PERFIL)
02.04.03.016-1,RADIOGRAFIA DE TORAX (PA PADRAO OIT)
02.04.03.017-0,RADIOGRAFIA DE TORAX (PA)
02.04.03.018-8,MAMOGRAFIA BILATERAL PARA RASTREAMENTO
02.04.04.001-9,RADIOGRAFIA DE ANTEBRACO
02.04.04.002-7,RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR
02.04.04.003-5,RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL
02.04.04.004-3,RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR
02.04.04.005-1,RADIOGRAFIA DE BRACO
02.04.04.006-0,RADIOGRAFIA DE CLAVICULA
02.04.04.007-8,RADIOGRAFIA DE COTOVELO
02.04.04.008-6,RADIOGRAFIA DE DEDOS DA MAO
02.04.04.009-4,RADIOGRAFIA DE MAO
02.04.04.010-8,RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA)
02.04.04.011-6,RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES)
02.04.04.012-4,RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA)
02.04.05.001-4,CLISTER OPACO C/ DUPLO CONTRASTE
02.04.05.002-2,COLANGIOGRAFIA PER-OPERATORIA
02.04.05.003-0,COLANGIOGRAFIA POS-OPERATORIA
02.04.05.004-9,DUODENOGRAFIA HIPOTONICA
02.04.05.005-7,FISTULOGRAFIA
02.04.05.006-5,HISTEROSSALPINGOGRAFIA
02.04.05.007-3,PIELOGRAFIA ANTEROGRADA PERCUTANEA
02.04.05.008-1,PIELOGRAFIA ASCENDENTE
02.04.05.009-0,PLANIGRAFIA DE RIM C/ CONTRASTE
02.04.05.010-3,PLANIGRAFIA DE RIM S/ CONTRASTE
02.04.05.011-1,RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA)
02.04.05.012-0,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS)
02.04.05.013-8,RADIOGRAFIA DE ABDOMEN SIMPLES (AP)
02.04.05.014-6,RADIOGRAFIA DE ESTOMAGO E DUODENO
02.04.05.015-4,RADIOGRAFIA DE INTESTINO DELGADO (TRANSITO)
02.04.05.016-2,RADIOGRAFIA P/ ESTUDO DO DELGADO C/ DUPLO CONTRASTE (ENTEROCLISE)
02.04.05.017-0,URETROCISTOGRAFIA
02.04.05.018-9,UROGRAFIA VENOSA
02.04.06.001-0,ARTROGRAFIA
02.04.06.002-8,DENSITOMETRIA OSSEA DUO-ENERGETICA DE COLUNA (VERTEBRAS LOMBARES E/OU FEMUR)
02.04.06.003-6,ESCANOMETRIA
02.04.06.004-4,PLANIGRAFIA DE OSSO - SUBSIDIARIA A OUTROS EXAMES (POR PLANO)
02.04.06.005-2,PLANIGRAFIA DE OSSO EM 2 PLANOS
02.04.06.006-0,RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL
02.04.06.007-9,RADIOGRAFIA DE ARTICULACAO SACRO-ILIACA
02.04.06.008-7,RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA
02.04.06.009-5,RADIOGRAFIA DE BACIA
02.04.06.010-9,RADIOGRAFIA DE CALCANEO
02.04.06.011-7,RADIOGRAFIA DE COXA
02.04.06.012-5,RADIOGRAFIA DE JOELHO (AP + LATERAL)
02.04.06.013-3,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL)
02.04.06.014-1,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + OBLIQUA + 3 AXIAIS)
02.04.06.015-0,RADIOGRAFIA DE PE / DEDOS DO PE
02.04.06.016-8,RADIOGRAFIA DE PERNA
02.04.06.017-6,RADIOGRAFIA PANORAMICA DE MEMBROS INFERIORES
02.05.01.001-6,ECOCARDIOGRAFIA DE ESTRESSE
02.05.01.002-4,ECOCARDIOGRAFIA TRANSESOFAGICA
02.05.01.003-2,ECOCARDIOGRAFIA TRANSTORACICA
02.05.01.004-0,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS
02.05.01.005-9,ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO
02.05.02.001-1,ECODOPPLER TRANSCRANIANO
02.05.02.002-0,PAQUIMETRIA ULTRASSÔNICA
02.05.02.003-8,ULTRASSONOGRAFIA DE ABDÔMEN SUPERIOR
02.05.02.004-6,ULTRASSONOGRAFIA DE ABDOMEN TOTAL
02.05.02.005-4,ULTRASSONOGRAFIA DE APARELHO URINÁRIO
02.05.02.006-2,ULTRASSONOGRAFIA DE ARTICULACAO
02.05.02.007-0,ULTRASSONOGRAFIA DE BOLSA ESCROTAL
02.05.02.008-9,ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR)
02.05.02.009-7,ULTRASSONOGRAFIA MAMARIA BILATERAL
02.05.02.010-0,ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL
02.05.02.011-9,ULTRASSONOGRAFIA DE PROSTATA (VIA TRANSRETAL)
02.05.02.012-7,ULTRASSONOGRAFIA DE TIREOIDE
02.05.02.013-5,ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA)
02.05.02.014-3,ULTRASSONOGRAFIA OBSTETRICA
02.05.02.015-1,ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER COLORIDO E PULSADO
02.05.02.016-0,ULTRASSONOGRAFIA PELVICA (GINECOLOGICA)
02.05.02.017-8,ULTRASSONOGRAFIA TRANSFONTANELA
02.05.02.018-6,ULTRASSONOGRAFIA TRANSVAGINAL
